occurrence_no,pres_mode,preservation_quality,common_body_parts,abund_value,abund_unit,class,order,family,genus,taxon_environment,life_habit,diet,museum,collection_no,early_interval,late_interval,time_bins,age_max,age_min,age_median,age_uncer_range,lng,lat,occurrence_comments,cc,state,county,formation,stratgroup,member,zone,accepted_name,accepted_attr,accepted_rank,accepted_no,identified_name,identified_rank,identified_no,difference,ref_author,ref_pubyr,reference_no,collection_name,collection_subset,collection_aka,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,cc.1,protected,stratscale,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,environment,tectonic_setting,assembl_comps,articulated_parts,associated_parts,rare_body_parts,feed_pred_traces,spatial_resolution,preservation_comments,collection_type,collection_methods,collectors,collection_dates,collection_comments,taxonomy_comments,composition,species,municipality,outcrop_details,outcrop_overview,source,ref
1087669,body,medium,,1.0,specimens,Amphibia,Temnospondyli,Brachyopidae,Banksiops,"brackish,freshwater,terrestrial",amphibious,carnivore,,136590,Induan,,Induan,251.902,251.2,251.551,0.702,147.28334,-43.083332,MUZD 1925,AU,Tasmania,,Knocklofty,,,,Banksiops townrowi,,species,251460.0,Blinasaurus townrowi,species,251460.0,recombined as,Cosgriff,1974.0,43692.0,Conningham,,,estimated from map,minutes,outcrop,"The fossiliferous area is a 100 m long stretch of low sea cliffs formed by sediments of the Knocklofty Formation on the south coast of Northwest Bay, about 0.8 km west of the coastal community of Conningham. To reach the locality, travel south from Hobart on the Channel Highway through the towns of Kingston, Margate, and Snug. About 1.2 km south of the southern edge of Snug turn east onto the road leading to Conningham. This road is about 3.2 km long from its junction with the Channel Highway to its end at the beach of Conningham and follows the southern coasts of Snug Bay and Northwest Bay for most of this distance. The sea cliffs, which form the locality, begin about 0.8 km west of the end of the road and are reached by walking along the shoreline.",gplates,801,mid,59.81,-82.36,scotese,801,mid,135.83,-76.97,seton,not computable using this model,,,,AU,,group of beds,"Palynology and vertebrate biostratigraphy have been used to argue for an earliest Triassic age for the Knocklofty Formation (Cosgriff 1974; Camp & Banks 1978). \r\n\r\nThree major and several minor clay-pebble conglomerate lenses containing fossil bone are interbedded with shales and sandstones on the faces of the sea cliffs. The major lenses range from about 30 to 100 cm in thickness and the minor ones are 10cm or less thick. They are all lumped together as one locality: all are within 10 m of each other stratigraphically, they are identical in lithology, and all of the fossil fragments were actually collected from tumbled blocks on the shoreline; these blocks offer no means of determining the particular lens on the cliff face from which they fell.","""Clay-pebble conglomerate""",conglomerate,pebbly,,muddy,"""channel""",,macrofossils,none,none,partial skulls,,,,taxonomic,field collection,JW Cosgriff,1960s,,,phosphatic,,,,,,
1087663,body,medium,,1.0,specimens,Amphibia,Temnospondyli,Derwentiidae,Derwentia,"brackish,freshwater,terrestrial",amphibious,carnivore,,136589,Induan,,Induan,251.902,251.2,251.551,0.702,147.28334,-42.78611,"UTGD 87784, nearly complete skull (holotype). UTGD 88066",AU,Tasmania,,Knocklofty,,,,Derwentia warreni,,species,251504.0,n. gen. Derwentia n. sp. warreni,species,251504.0,,Cosgriff,1974.0,43692.0,Old Beach,,,estimated from map,seconds,small collection,"The fossil-bearing stratum is a clay-pebble conglomerate lens exposed in a road cut that roughly follows the east bank of the Derwent River from Risdon to Old Beach. This cut borders the land side of the road at a point where the road lies directly above the river. Dogshear Point, a peninsula projecting into the river from the western shore, is opposite the locality. The locality is about 1.6 km south of a T-junction that is halfway between Risdon and Old Beach. The conglomerate lies about 3 m above road level in the face of the cut.",gplates,801,mid,62.03,-82.33,scotese,801,mid,135.86,-76.67,seton,not computable using this model,,,,AU,,bed,Palynology and vertebrate biostratigraphy have been used to argue for an earliest Triassic age for the Knocklofty Formation (Cosgriff 1974; Camp & Banks 1978). ,"""Clay-pebble conglomerate""",conglomerate,pebbly,,muddy,"""channel""",,macrofossils,some,some,"partial skulls,mandibles",,,,taxonomic,field collection,JW Cosgriff,1960s,"UTGD: Geology Department, University of Tasmania, Hobart.",,phosphatic,,,,,,
1087662,body,medium,,2.0,specimens,Amphibia,Temnospondyli,Lydekkerinidae,Chomatobatrachus,"brackish,freshwater,terrestrial",amphibious,carnivore,,136589,Induan,,Induan,251.902,251.2,251.551,0.702,147.28334,-42.78611,"UTGD 87521, 87522",AU,Tasmania,,Knocklofty,,,,Chomatobatrachus halei,,species,251647.0,Chomatobatrachus halei,species,251647.0,,Cosgriff,1974.0,43692.0,Old Beach,,,estimated from map,seconds,small collection,"The fossil-bearing stratum is a clay-pebble conglomerate lens exposed in a road cut that roughly follows the east bank of the Derwent River from Risdon to Old Beach. This cut borders the land side of the road at a point where the road lies directly above the river. Dogshear Point, a peninsula projecting into the river from the western shore, is opposite the locality. The locality is about 1.6 km south of a T-junction that is halfway between Risdon and Old Beach. The conglomerate lies about 3 m above road level in the face of the cut.",gplates,801,mid,62.03,-82.33,scotese,801,mid,135.86,-76.67,seton,not computable using this model,,,,AU,,bed,Palynology and vertebrate biostratigraphy have been used to argue for an earliest Triassic age for the Knocklofty Formation (Cosgriff 1974; Camp & Banks 1978). ,"""Clay-pebble conglomerate""",conglomerate,pebbly,,muddy,"""channel""",,macrofossils,some,some,"partial skulls,mandibles",,,,taxonomic,field collection,JW Cosgriff,1960s,"UTGD: Geology Department, University of Tasmania, Hobart.",,phosphatic,,,,,,
1087661,body,medium,,6.0,specimens,Amphibia,Temnospondyli,Brachyopidae,Banksiops,"brackish,freshwater,terrestrial",amphibious,carnivore,,136589,Induan,,Induan,251.902,251.2,251.551,0.702,147.28334,-42.78611,"UTGD 87885, nearly complete skull (holotype). UTGD 87516, 87515, 87513, 87514, 87523",AU,Tasmania,,Knocklofty,,,,Banksiops townrowi,,species,251460.0,Blinasaurus n. sp. townrowi,species,251460.0,recombined as,Cosgriff,1974.0,43692.0,Old Beach,,,estimated from map,seconds,small collection,"The fossil-bearing stratum is a clay-pebble conglomerate lens exposed in a road cut that roughly follows the east bank of the Derwent River from Risdon to Old Beach. This cut borders the land side of the road at a point where the road lies directly above the river. Dogshear Point, a peninsula projecting into the river from the western shore, is opposite the locality. The locality is about 1.6 km south of a T-junction that is halfway between Risdon and Old Beach. The conglomerate lies about 3 m above road level in the face of the cut.",gplates,801,mid,62.03,-82.33,scotese,801,mid,135.86,-76.67,seton,not computable using this model,,,,AU,,bed,Palynology and vertebrate biostratigraphy have been used to argue for an earliest Triassic age for the Knocklofty Formation (Cosgriff 1974; Camp & Banks 1978). ,"""Clay-pebble conglomerate""",conglomerate,pebbly,,muddy,"""channel""",,macrofossils,some,some,"partial skulls,mandibles",,,,taxonomic,field collection,JW Cosgriff,1960s,"UTGD: Geology Department, University of Tasmania, Hobart.",,phosphatic,,,,,,
1087660,body,medium,,8.0,specimens,Amphibia,Temnospondyli,Lydekkerinidae,Chomatobatrachus,"brackish,freshwater,terrestrial",amphibious,carnivore,,117149,Induan,,Induan,251.902,251.2,251.551,0.702,147.303604,-42.880554,"UTGD 87789, 87790, 87791, 87792, 87793, 87794, 87796, 87797",AU,Tasmania,Hobart,Knocklofty,,Poets Road Siltstone,,Chomatobatrachus halei,,species,251647.0,Chomatobatrachus halei,species,251647.0,,Cosgriff,1974.0,43692.0,"Crisp & Gunns Quarry, Head of Arthur Street",,Tasmaniosaurus holotype,estimated from map,seconds,outcrop,"quarry at the head of Arthur Street, West Hobart. Coordinates estimated from Google Earth and map in Camp & Banks (1978:fig. 1). ",gplates,801,mid,61.34,-82.36,scotese,801,mid,135.92,-76.76,seton,not computable using this model,,,,AU,,member,Palynology and vertebrate biostratigraphy have been used to argue for an earliest Triassic age for the Knocklofty Formation (Cosgriff 1974; Camp & Banks 1978). \r\n\r\nVertebrates collected at several layers within the quarry: Chomatobatrachus comes from a 4 m thick sequence of red siltstones at the very base of the quarry. Tasmaniosaurus was found in a gray siltstone that comes from 40 m above the base of the quarry. Blinasaurus from a sandstone from higher up in the quarry than Tasmaniosaurus ,"Tasmaniosaurus comes from a ""hard, light to medium grey, blocky, micaceous shale"" ""The reptile occurs in a coarse-grained, well-sorted, siltstone with laminae about 0.1 mm thick. The rock consists predominantly of very angular to angular quartz grains and muscovite flakes in equal porportions and carbonaceous matter"" (Camp & Banks 1978)\r\nRotaurisaurus and Chromatobatrachus were both collected from red siltstones and Banksiops townrowi from a yellow sandstone. ","""shale""","micaceous,gray",lithified,carbonaceous,lacustrine - small,,macrofossils,some,some,"partial skeletons,skulls",,parautochthonous,,taxonomic,"surface (float),field collection","MR Banks, JW Cosgriff",1960s,"UTGD: Geology Department, University of Tasmania, Hobart.",,phosphatic,,,,,,
1087659,body,medium,,1.0,individuals,Amphibia,Temnospondyli,Brachyopidae,Banksiops,"brackish,freshwater,terrestrial",amphibious,carnivore,,117149,Induan,,Induan,251.902,251.2,251.551,0.702,147.303604,-42.880554,"UTGD 89381, right lower jaw",AU,Tasmania,Hobart,Knocklofty,,Poets Road Siltstone,,Banksiops townrowi,,species,251460.0,Blinasaurus townrowi,species,251460.0,recombined as,Cosgriff,1974.0,43692.0,"Crisp & Gunns Quarry, Head of Arthur Street",,Tasmaniosaurus holotype,estimated from map,seconds,outcrop,"quarry at the head of Arthur Street, West Hobart. Coordinates estimated from Google Earth and map in Camp & Banks (1978:fig. 1). ",gplates,801,mid,61.34,-82.36,scotese,801,mid,135.92,-76.76,seton,not computable using this model,,,,AU,,member,Palynology and vertebrate biostratigraphy have been used to argue for an earliest Triassic age for the Knocklofty Formation (Cosgriff 1974; Camp & Banks 1978). \r\n\r\nVertebrates collected at several layers within the quarry: Chomatobatrachus comes from a 4 m thick sequence of red siltstones at the very base of the quarry. Tasmaniosaurus was found in a gray siltstone that comes from 40 m above the base of the quarry. Blinasaurus from a sandstone from higher up in the quarry than Tasmaniosaurus ,"Tasmaniosaurus comes from a ""hard, light to medium grey, blocky, micaceous shale"" ""The reptile occurs in a coarse-grained, well-sorted, siltstone with laminae about 0.1 mm thick. The rock consists predominantly of very angular to angular quartz grains and muscovite flakes in equal porportions and carbonaceous matter"" (Camp & Banks 1978)\r\nRotaurisaurus and Chromatobatrachus were both collected from red siltstones and Banksiops townrowi from a yellow sandstone. ","""shale""","micaceous,gray",lithified,carbonaceous,lacustrine - small,,macrofossils,some,some,"partial skeletons,skulls",,parautochthonous,,taxonomic,"surface (float),field collection","MR Banks, JW Cosgriff",1960s,"UTGD: Geology Department, University of Tasmania, Hobart.",,phosphatic,,,,,,
1087567,body,medium,,1.0,individuals,Amphibia,Temnospondyli,Brachyopidae,Batrachosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,,136569,Induan,Olenekian,-,251.902,247.2,249.551,4.702,124.353889,-17.852777,WAM 62.1.42,AU,Western Australia,,Blina Shale,,,,Batrachosuchus henwoodi,,species,251458.0,Blinasaurus n. sp. henwoodi,species,251458.0,recombined as,Cosgriff,1969.0,43684.0,UCMP V6041,,McKenzie locality 6,estimated from map,seconds,small collection,"Just south of the Great North Highway, 69 miles southeast of Derby, on the south slopes of the small butte which is an outlier of the Erskine Range (see Cosgriff 1969: figs 1, 2)",gplates,801,mid,92.25,-51.12,scotese,801,mid,102.83,-46.47,seton,not computable using this model,,,,AU,,group of beds,"An earliest Triassic age is inferred for the Blina Shale on the basis of correlation to the Kockatea Shale, which is dated using microfossil remains as well as ammonites Ophiceras cf. subkyoticum and Subinyoites kashmiricus (Cosgriff 1965)",,"""shale""",,,,deltaic indet.,,macrofossils,,,skulls,,,,taxonomic,"surface (float),mechanical,field collection",WAM,,WAM: Western Australian Museum,,phosphatic,,,,,,
1087566,body,medium,partial skulls,15.0,specimens,Amphibia,Temnospondyli,Brachyopidae,Batrachosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,UCMP,136545,Induan,Olenekian,-,251.902,247.2,249.551,4.702,124.364166,-17.856667,"WAM 63.8.26, 60.9.15, 63.8.261, 64.7.15, 64.7.16, 68.5.61, 68.5.62. UCMP 61066, 61069, 61070, 61075, 61076, 61078, 61086, 61093",AU,Western Australia,,Blina Shale,,,,Batrachosuchus henwoodi,,species,251458.0,Blinasaurus henwoodi,species,251458.0,recombined as,Cosgriff,1969.0,43684.0,UCMP V6040,,"McKenzie locality 4 (quarries 1, 2, 3)",estimated from map,seconds,outcrop,"Just south of the Great North Highway, 69 miles southeast of Derby, on the south slopes of the small butte which is an outlier of the Erskine Range (see Cosgriff 1969: figs 1, 2)",gplates,801,mid,92.26,-51.13,scotese,801,mid,102.84,-46.47,seton,not computable using this model,,,,AU,,group of beds,"An earliest Triassic age is inferred for the Blina Shale on the basis of correlation to the Kockatea Shale, which is dated using microfossil remains as well as ammonites Ophiceras cf. subkyoticum and Subinyoites kashmiricus (Cosgriff 1965)",,"""shale""",,,,deltaic indet.,,macrofossils,,,,,allochthonous,,taxonomic,"selective quarrying,surface (float),mechanical,field collection","WAM, UCMP","1960, 1971",WAM: Western Australian Museum,,phosphatic,,,,,,
1087565,body,,,1.0,individuals,Amphibia,Temnospondyli,Trematosauridae,Aphaneramma,"brackish,freshwater,terrestrial",amphibious,carnivore,,136568,Induan,,Induan,251.902,251.2,251.551,0.702,73.866669,33.549999,"GPIT Huene 1920, T.1-3, incomplete skull",PK,Azad Jammu & Kashmir,,Mianwali,,Mittiwali,,Aphaneramma kokeni,,species,251627.0,Gonioglyptus n. sp. kokeni,species,251627.0,recombined as,Huene,1920.0,43683.0,"Chideru, Salt Range",,,based on political unit,minutes,small collection,,gplates,501,mid,54.07,-35.82,scotese,501,mid,58.66,-41.84,seton,not computable using this model,,,,PK,,bed,,,"""limestone""",,,,marine indet.,,macrofossils,,,skulls,,,,taxonomic,survey of museum collection,E. Koken,1902-1903,GPIT: Palaeontological Collection of the University of TÃ¼bingen,,phosphatic,,,,,,
1087562,body,,,1.0,specimens,Amphibia,Temnospondyli,Lapillopsidae,Manubrantlia,"brackish,freshwater,terrestrial",amphibious,carnivore,,136566,Induan,Smithian,-,251.902,248.9,250.401,3.002,86.893059,23.641111,"ISI A 57, mandible",IN,West Bengal,,Panchet,,,,Manubrantlia khaki,,species,251619.0,n. gen. Manubrantlia n. sp. khaki,species,251619.0,,Yates and Sengupta,2002.0,43681.0,S bank Damodar River near Madhukuna Railbridge,,,stated in text,seconds,small collection,,gplates,501,mid,47.79,-49.07,scotese,501,mid,59.6,-55.92,seton,not computable using this model,,,,IN,,bed,Panchet Formation yields a typical earliest Triassic vertebrate assemblage that can be correlated with the Lystrosaurus Assemblage Zone of South Africa,,sandstone,,,,channel lag,,macrofossils,none,none,mandibles,,allochthonous,,taxonomic,survey of museum collection,,1992-1993,"ISI: Indian Statistical Institute, Kolkata",,phosphatic,,,,,,
