occurrence_no,pres_mode,preservation_quality,common_body_parts,abund_value,abund_unit,class,order,family,genus,taxon_environment,life_habit,diet,museum,collection_no,early_interval,late_interval,time_bins,age_max,age_min,age_median,age_uncer_range,lng,lat,occurrence_comments,cc,state,county,formation,stratgroup,member,zone,accepted_name,accepted_attr,accepted_rank,accepted_no,identified_name,identified_rank,identified_no,difference,ref_author,ref_pubyr,reference_no,collection_name,collection_subset,collection_aka,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,cc.1,protected,stratscale,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,environment,tectonic_setting,assembl_comps,articulated_parts,associated_parts,rare_body_parts,feed_pred_traces,spatial_resolution,preservation_comments,collection_type,collection_methods,collectors,collection_dates,collection_comments,taxonomy_comments,composition,species,municipality,outcrop_details,outcrop_overview,source,ref
1416516,body,,,NA,,Amphibia,Temnospondyli,Benthosuchidae,Syrtosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,,37040,Induan,Olenekian,-,251.902,247.2,249.551,4.702,53.266666,53.716667,Lower jaw (Locality I),RU,Orenburg,Belyaevka,,,,,Syrtosuchus samarensis,NA,species,375426,Syrtosuchus samarensis,species,375426,,Novikov,2016,66659,Krasnaya yaruga gully,NA,"Obshchiy Syrt, Fedorovka hamlet, Sorochka River, Fëdorovka",based on nearby landmark,minutes,outcrop,"""...from the Obshchiy Syrt (Krasnaya yaruga gully near Fedorovka hamlet on the Sorochka River). Fëdorovka (also called Zorovka?) (Ochev, 1978).\nTverdokhlebov et al. (2003) list two sublocalities, Krasnaya Yaruga I and II, which are said to be 4 and 5 km, respectively, east from Fedorovka village. Polar coordinates originally entered (53°43'N, 53°16'E) are modified and now are based on Fedorovka village, Belyaevka District, Orenburg Region. Geographic resolution (originally >>local area<<) is enhanced to >>outcrop<< (TL).",gplates,302,mid,58.11,40.75,scotese,301,mid,43.4,32.79,seton,not computable using this model,NA,NA,NA,RU,,,"Middle part of the Vetluzhian series (Ochev, 1978).\nOriginally entered group name >>Vetluzhian<< is removed for it is no lithostratigraphic term (TL).",,not reported,,,,terrestrial indet.,,macrofossils,,,,,,,taxonomic,,,,Collection from Saratov Univ. ,Neither Tverdokhlebov et al. (2003) nor Sennikov (2008) report Chasmatosuchus sp. from Krasnaya Yaruga localities or from Fedorovka village.,phosphatic,NA,NA,NA,NA,NA,NA
1416506,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195866,Smithian,,Olenekian,251.2,248.9,250.05,2.3,53.062222,52.316666,Fragments of skull and palatine,RU,Orenburg,,Staritskaya,,,,Benthosuchus,NA,genus,37087,Benthosuchus sp.,genus,37087,,Tverdokhlebov et al.,2003,28844,Troyitzkoe (Locality 92),NA,,based on nearby landmark,seconds,outcrop,"""Orenburg Region, 1.2 km NE of Troyitzkoe village, Sukhushka ravine (right tributary of the Kamenny Yar ravine)."" (Tverdokhlebov et al. 2003)",gplates,302,mid,58.73,39.79,scotese,301,mid,43.95,32.03,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,"fine,gray",,,deltaic indet.,,macrofossils,,,,,,,taxonomic,,,,Storage: Sararove State University,,phosphatic,NA,NA,NA,NA,NA,NA
1416502,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Parotosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195865,Spathian,,Olenekian,248.9,247.2,248.05,1.7,53.117222,52.309723,Lower jaw fragment,RU,Orenburg,,Petropavlovskaya,,,,Parotosuchus,NA,genus,37100,Parotosuchus ? sp.,genus,37100,,Tverdokhlebov et al.,2003,28844,Sukhushka I (Locality 89),NA,,based on nearby landmark,seconds,small collection,"""Orenburg Region, 8 km SW of Spasskoe village, Sukhushka ravine (right tributary of the Kamenny Yar ravine)."" (Tverdokhlebov et al. 2003)",gplates,302,mid,58.77,39.8,scotese,301,mid,43.99,32.05,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,"fine,gray",,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,Storage: Sararove State University,,phosphatic,NA,NA,NA,NA,NA,NA
1416422,body,,,NA,,Amphibia,Temnospondyli,Tupilakosauridae,Tupilakosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195852,Induan,,Induan,251.902,251.2,251.551,0.702,53.081669,52.299168,Rib fragments,RU,Orenburg,,Kopanskaya,,,,Tupilakosaurus,NA,genus,36321,Tupilakosaurus ? sp.,genus,36321,,Tverdokhlebov et al.,2003,28844,Kamenny Yar III (lower) (Locality 87),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 5.5 km east of Troyitzkoe village, Kamenny Yar ravine (right tributary of the Sorochka River)"" (Tverdoklebov et al. 2003)",gplates,302,mid,58.72,38.52,scotese,301,mid,45.52,31.04,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416421,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195851,Olenekian,,Olenekian,251.2,247.2,249.2,4,53.081669,52.299168,Tabular,RU,Orenburg,,Kzylsaiskaya,,,,Benthosuchus,NA,genus,37087,Benthosuchus sp.,genus,37087,,Tverdokhlebov et al.,2003,28844,Kamenny Yar III (upper) (Locality 87),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 5.5 km east of Troyitzkoe village, Kamenny Yar ravine (right tributary of the Sorochka River)"" (Tverdoklebov et al. 2003)",gplates,302,mid,58.75,39.78,scotese,301,mid,43.98,32.03,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416419,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Thoosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195850,Smithian,,Olenekian,251.2,248.9,250.05,2.3,53.081669,52.299168,Dermal bone fragments,RU,Orenburg,,Staritskaya,,,,Thoosuchus,NA,genus,37092,Thoosuchus ? sp.,genus,37092,,Tverdokhlebov et al.,2003,28844,Kamenny Yar II (Locality 86),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 6.8 km SE of Troyitzkoe village, Kamenny Yar ravine (right tributary of the Sorochka River)"" (Tverdoklebov et al. 2003)",gplates,302,mid,58.75,39.78,scotese,301,mid,43.98,32.03,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416418,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195850,Smithian,,Olenekian,251.2,248.9,250.05,2.3,53.081669,52.299168,Skull fragments,RU,Orenburg,,Staritskaya,,,,Benthosuchus,NA,genus,37087,Benthosuchus ? sp.,genus,37087,,Tverdokhlebov et al.,2003,28844,Kamenny Yar II (Locality 86),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 6.8 km SE of Troyitzkoe village, Kamenny Yar ravine (right tributary of the Sorochka River)"" (Tverdoklebov et al. 2003)",gplates,302,mid,58.75,39.78,scotese,301,mid,43.98,32.03,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416398,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Thoosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195849,Olenekian,,Olenekian,251.2,247.2,249.2,4,53.094166,52.291668,"Upper layer; skull fragment, lower jaw, clavicle",RU,Orenburg,,Kzylsaiskaya,,,,Thoosuchus tuberculatus,NA,species,375434,Thoosuchus tuberculatus,species,375434,,Tverdokhlebov et al.,2003,28844,Kamenny Yar I (Locality 85),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 7.5 km SE of Troyitzkoe village, Kamenny Yar ravine (right tributary of the Sorochka River)"" (Tverdoklebov et al. 2003)",gplates,302,mid,58.77,39.78,scotese,301,mid,43.99,32.03,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416383,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195844,Smithian,,Olenekian,251.2,248.9,250.05,2.3,53.076389,52.206112,Lower jaw,RU,Orenburg,,Staritskaya,,,,Benthosuchus,NA,genus,37087,Benthosuchus sp.,genus,37087,,Tverdokhlebov et al.,2003,28844,Pokrovka III (Locality 83),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 3 km west of Mikhaylovka-I village, right bank of the Sorochka River (left tributary of the Samara River)"" (Tverdokhlebov et al. 2003)",gplates,302,mid,58.81,39.7,scotese,301,mid,44.05,31.96,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416382,body,,,NA,,Amphibia,Temnospondyli,Trematosauridae,Trematosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195843,Olenekian,,Olenekian,251.2,247.2,249.2,4,53.142223,52.21722,Palatine fragment,RU,Orenburg,,Gostevskaya,,,,Trematosaurus,NA,genus,37138,Trematosaurus ? sp.,genus,37138,,Tverdokhlebov et al.,2003,28844,Pokrovka I (Locality 81),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 3 km NNE of Pokrovka village, upper reaches of the Sorochka River (left tributary of the Samara River)"" (Tverdokhlebov et al. 2003)",gplates,302,mid,58.85,39.73,scotese,301,mid,44.08,32,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,delta plain,,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416380,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Wetlugasaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195842,Olenekian,,Olenekian,251.2,247.2,249.2,4,52.997501,52.084442,Supraoccipital fragment,RU,Orenburg,,Kzylsaiskaya,,,,Wetlugasaurus,NA,genus,37106,Wetlugasaurus ? sp.,genus,37106,,Tverdokhlebov et al.,2003,28844,Novo-Georgievka (Locality 80),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 1 km NE of Novo-Georgievka village, upper reaches of the Buzuluk River."" (Tverdokhlebov et al. 2003)",gplates,302,mid,58.84,39.57,scotese,301,mid,44.11,31.84,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,delta plain,,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416313,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Wetlugasaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195841,Olenekian,,Olenekian,251.2,247.2,249.2,4,53.234722,52.200001,Palatine fragment,RU,Orenburg,,Kzylsaiskaya,,,,Wetlugasaurus,NA,genus,37106,Wetlugasaurus ? sp.,genus,37106,,Tverdokhlebov et al.,2003,28844,Matveevka IV (Locality 75),NA,,,minutes,,"""Orenburg Region, 3 km SSE of Matveevka village, upper reaches of the Vorobyovka River (left tributary of the Samara River)"" (Tverdokhlebov et al. 2003)",gplates,302,mid,58.92,39.74,scotese,301,mid,44.14,32.03,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416311,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195840,Smithian,,Olenekian,251.2,248.9,250.05,2.3,53.300556,52.209721,Lower jaw,RU,Orenburg,,Staritskaya,,,,Benthosuchus,NA,genus,37087,Benthosuchus ? sp.,genus,37087,,Tverdokhlebov et al.,2003,28844,Vetlyanka II (Locality 69),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 0.4 km west of Myrolyubovka village, left bank of the Vetlyanka River"" (Tverdokhlebov et al. 2003)",gplates,302,mid,58.96,39.77,scotese,301,mid,44.16,32.06,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416306,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Parotosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195836,Spathian,,Olenekian,248.9,247.2,248.05,1.7,53.631111,51.895832,"Skull fragments, lower jaw",RU,Orenburg,,Petropavlovskaya,,,,Parotosuchus,NA,genus,37100,Parotosuchus ? sp.,genus,37100,,Tverdokhlebov et al.,2003,28844,Kulagino I (Locality 57),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 1 km NW of Kulagino village, Kyndelya River drainage basin (right tributary of the Ural River)"" (Tverdokhlebov et al. 2003)",gplates,302,mid,59.4,39.6,scotese,301,mid,44.59,31.99,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416304,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195835,Smithian,,Olenekian,251.2,248.9,250.05,2.3,53.980278,51.867222,"Supraoccipital, partial lower jaw",RU,Orenburg,,Staritskaya,,,,Benthosuchus,NA,genus,37087,Benthosuchus sp.,genus,37087,,Tverdokhlebov et al.,2003,28844,Kyndelya I & II (Locality 54 & 55),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 1.5 km NE of Rybkino village, upper reaches of Kyndelya River, right tributary of the Ural River."" (Tverdokhlebov et al. 2003)",gplates,302,mid,59.66,39.68,scotese,301,mid,44.8,32.12,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416303,body,,,NA,,Amphibia,Temnospondyli,Tupilakosauridae,Tupilakosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195834,Induan,,Induan,251.902,251.2,251.551,0.702,54.175278,51.854721,"Vertebrae, dermal bone fragments",RU,Orenburg,,Kopanskaya,,,,Tupilakosaurus,NA,genus,36321,Tupilakosaurus sp.,genus,36321,,Tverdokhlebov et al.,2003,28844,Perevolotskoe (Locality 53),NA,,,seconds,,"""Orenburg Region, 4 km south of Perevolotzk town, upper reaches of Kamysh-Samarka rivers, right tributary of the Ural River."" (Tverdokhlebov et al. 2003)",gplates,302,mid,59.75,38.47,scotese,301,mid,46.44,31.18,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,delta plain,,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416301,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Wetlugasaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195832,Olenekian,,Olenekian,251.2,247.2,249.2,4,53.800556,51.612778,Skull roof fragment,RU,Orenburg,,Kzylsaiskaya,,,,Wetlugasaurus,NA,genus,37106,Wetlugasaurus ? sp.,genus,37106,,Tverdokhlebov et al.,2003,28844,Zazhuviny (Locality 52),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 3.5 km east of Zazhuvniy village, right bank of the Zazhuvniy River, right tributary of the Ural River."" (Tverdokhlebov et al. 2003)\r\n",gplates,302,mid,59.7,39.4,scotese,301,mid,44.92,31.86,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416294,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Wetlugasaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195831,Olenekian,,Olenekian,251.2,247.2,249.2,4,53.856667,51.588612,Scapulo-coracoid,RU,Orenburg,,Kzylsaiskaya,,,,Wetlugasaurus,NA,genus,37106,Wetlugasaurus ? sp.,genus,37106,,Tverdokhlebov et al.,2003,28844,Nizhneozernoe II (Locality 50),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 3.5 km west of Nizhneozernoe village, right bank of the Ural River."" (Tverdokhlebov et al. 2003)\r\n",gplates,302,mid,59.75,39.4,scotese,301,mid,44.97,31.87,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416293,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Thoosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195831,Olenekian,,Olenekian,251.2,247.2,249.2,4,53.856667,51.588612,Skull fragments,RU,Orenburg,,Kzylsaiskaya,,,,Thoosuchus,NA,genus,37092,Thoosuchus sp.,genus,37092,,Tverdokhlebov et al.,2003,28844,Nizhneozernoe II (Locality 50),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 3.5 km west of Nizhneozernoe village, right bank of the Ural River."" (Tverdokhlebov et al. 2003)\r\n",gplates,302,mid,59.75,39.4,scotese,301,mid,44.97,31.87,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416290,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195830,Smithian,,Olenekian,251.2,248.9,250.05,2.3,53.9025,51.614445,Tabular and lower jaw,RU,Orenburg,,Staritskaya,,,,Benthosuchus,NA,genus,37087,Benthosuchus sp.,genus,37087,,Tverdokhlebov et al.,2003,28844,Nizhneozernoe I (Locality 49),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 2.5 km north of Nizhneozernoe village, right bank of the Ural River."" (Tverdokhlebov et al. 2003)\r\n",gplates,302,mid,59.77,39.44,scotese,301,mid,44.97,31.91,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416286,body,,,NA,,Amphibia,Temnospondyli,Trematosauridae,Trematosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195829,Olenekian,,Olenekian,251.2,247.2,249.2,4,54.312778,51.296112,Lower jaw,RU,Orenburg,,Gostevskaya,,,,Trematosaurus,NA,genus,37138,Trematosaurus ? sp.,genus,37138,,Tverdokhlebov et al.,2003,28844,Sukhodolny III (Locality 48),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 0.9 km NW of Sukhodolny village, right bank of the Chernaya River."" (Tverdokhlebov et al. 2003)",gplates,302,mid,60.26,39.29,scotese,301,mid,45.45,31.87,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416284,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Wetlugasaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195828,Olenekian,,Olenekian,251.2,247.2,249.2,4,54.378613,51.319443,Pterygoid fragment,RU,Orenburg,,Kzylsaiskaya,,,,Wetlugasaurus,NA,genus,37106,Wetlugasaurus sp.,genus,37106,,Tverdokhlebov et al.,2003,28844,Sukhodolny I (Locality 46),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 1.6 km north of Sukhodolny village, right bank of the Chernaya River"" (Tverdokhlebov et al. 2003)",gplates,302,mid,60.29,39.33,scotese,301,mid,45.46,31.91,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416282,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Wetlugasaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195827,Olenekian,,Olenekian,251.2,247.2,249.2,4,54.434444,51.255833,Pterygoid fragment,RU,Orenburg,,Kzylsaiskaya,,,,Wetlugasaurus,NA,genus,37106,Wetlugasaurus sp.,genus,37106,,Tverdokhlebov et al.,2003,28844,Dremov II (Locality 45),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 3.7 km west of Dremov village, right bank of the Chernaya River"" (Tverdokhlebov et al. 2003)",gplates,302,mid,60.37,39.29,scotese,301,mid,45.54,31.89,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416281,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Benthosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195826,Smithian,,Olenekian,251.2,248.9,250.05,2.3,54.82,51.323891,Lower jaw fragment and pterygoid,RU,Orenburg,,Staritskaya,,,,Benthosuchus,NA,genus,37087,Benthosuchus sp.,genus,37087,,Tverdokhlebov et al.,2003,28844,Orlovka (Locality 40),NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 7.5 km WSW of Orlovka village, upper reaches of the Chernaya River."" (Tverdokhlebov et al. 2003)",gplates,302,mid,60.6,39.47,scotese,301,mid,45.69,32.11,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416279,body,,,NA,,Amphibia,Temnospondyli,Tupilakosauridae,Tupilakosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,195824,Induan,,Induan,251.902,251.2,251.551,0.702,54.661667,51.399723,Vertebrae,RU,Orenburg,,Kopanskaya,,,,Tupilakosaurus,NA,genus,36321,Tupilakosaurus sp.,genus,36321,,Tverdokhlebov et al.,2003,28844,Nikolskoe (Locality 39) ,NA,,estimated from map,seconds,outcrop,"""Orenburg Region, 8.5 km SSW of Nikolskoe village, upper reaches of Nikolka stream (left tributary of the Ural River)"" (Tverdokhlebov et al. 2003)",gplates,302,mid,60.37,38.22,scotese,301,mid,47.06,31.06,seton,not computable using this model,NA,NA,NA,RU,,,,,sandstone,,,,"""channel""",,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416275,body,,,NA,,Amphibia,Temnospondyli,Tupilakosauridae,Batrachosuchoides,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,195825,Spathian,,Olenekian,248.9,247.2,248.05,1.7,55.202221,51.446667,Lower jaw fragment,RU,Orenburg,Sol'-Iletsk,Petropavlovka,,,,Batrachosuchoides,NA,genus,202555,Batrachosuchoides sp.,genus,202555,,Tverdokhlebov et al.,2003,28844,Mescheryakovka II (Donguz IX) (Locality 38),NA,,based on nearby landmark,seconds,small collection,"""Orenburg Region, 0.6 km NW of Mescheryakovka village, right bank of the Donguz River (drainage basin of left bank of the Ural River)"" (Tverdokhlebov et al. 2003).",gplates,302,mid,60.78,39.7,scotese,301,mid,45.78,32.37,seton,not computable using this model,NA,NA,NA,RU,,group of beds,,,sandstone,"""cross stratification"",medium,red",,,"""channel""",foreland basin,macrofossils,,,,,,,taxonomic,survey of museum collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
1416274,body,,,NA,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Parotosuchus,"brackish,freshwater,terrestrial",amphibious,carnivore,PIN,195825,Spathian,,Olenekian,248.9,247.2,248.05,1.7,55.202221,51.446667,Skull fragment,RU,Orenburg,Sol'-Iletsk,Petropavlovka,,,,Parotosuchus orenburgensis,NA,species,265669,Parotosuchus orenburgensis,species,265669,,Tverdokhlebov et al.,2003,28844,Mescheryakovka II (Donguz IX) (Locality 38),NA,,based on nearby landmark,seconds,small collection,"""Orenburg Region, 0.6 km NW of Mescheryakovka village, right bank of the Donguz River (drainage basin of left bank of the Ural River)"" (Tverdokhlebov et al. 2003).",gplates,302,mid,60.78,39.7,scotese,301,mid,45.78,32.37,seton,not computable using this model,NA,NA,NA,RU,,group of beds,,,sandstone,"""cross stratification"",medium,red",,,"""channel""",foreland basin,macrofossils,,,,,,,taxonomic,survey of museum collection,,,,,phosphatic,NA,NA,NA,NA,NA,NA
