occurrence_no,pres_mode,preservation_quality,common_body_parts,abund_value,abund_unit,class,family,genus,taxon_environment,life_habit,diet,early_interval,late_interval,time_bins,museum,collection_no,age_max,age_min,age_median,age_uncer_range,lng,lat,environment,occurrence_comments,cc,state,county,formation,stratgroup,member,zone,accepted_rank,ref_author,ref_pubyr,reference_no.x,collection_name,collection_subset,collection_aka,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,protected,stratscale,localsection,localbed,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,collection_comments,taxonomy_comments
1286768,body,,,NA,,Reptilia,NO_FAMILY_SPECIFIED,Zhongjiania,terrestrial,,herbivore,Wuchiapingian,,Wuchiapingian,IVPP,92909,259.51,254.14,256.825,5.37,112.396103,34.937599,terrestrial indet.,"IVPP V 4017.1, 3, 11, 36-52, teeth; 5, cervical vertebra; 6, ventral portion of ilium; 7, proximal portion of pubis; 8, posterodorsal portion of ilium; 9, proximal portion of ischium; 10, distal end of ischium; 18, distal end of right radius; 19, fragment of scapula; 20, distal end of left radius; 24, left splenial;  4 25, right splenial; 26, neural arch of dorsal vertebra; 27, caudal vertebra ",CN,Henan,,Shangshihezi,,,,species,Li et al.,2014,55792,"Huakedaliang, Dayu township, Jiyuan City",NA,Locality 63024,based on nearby landmark,4,outcrop,"Huakedaliang, Dayu township, Jiyuan City, Henan Province, China. Coordinates based on Dayu township",gplates,604,mid,111.14,9.11,scotese,604,mid,91.91,26.37,seton,not computable using this model,,NA,NA,,group of beds,,,"Shangshihezi Formation; also referred to as the upper portion of Upper Shihhotse Formation. Correlated to the Cistecephalus Assemblage Zone of South Africa, which is Wuchiapingian in age\r\n\r\n""The Jiyuan fauna, with Honania and Tsiyuania, comes from the Upper Shihezhi (formerly Shihhotse) Formation, of Henan Province in northern China (Fig. 2), which dates from upper Roadian to mid Wuchiapingian, based on palynology (F. Liu et al., 2015) and magnetostratigraphy (Embleton et al., 1996; Stevens et al., 2011). The Jiyuan Fauna is from near the top of the unit, and is dated as late Wuchiapingian (J. Liu et al., 2014) or early Wuchiapingian (F. Liu et al., 2015)."" (Benton 2016)\r\n","Most known fossils from this locality originate from a thin layer (layer 23), which is dark purple pebbly fine sandstone; although some teeth are also collected from layers 22 and 24, which are dark purple mudstone with calcareous concretion ",sandstone,fine,,,Y,mudstone,concretionary,,,,,,macrofossils,none,none,,,NA,,,,,,,,"HGM, Henan Geological Museum, Zhenzhou",
1286767,body,,,NA,,Reptilia,NO_FAMILY_SPECIFIED,Zhongjiania,terrestrial,,herbivore,Wuchiapingian,,Wuchiapingian,IVPP,92909,259.51,254.14,256.825,5.37,112.396103,34.937599,terrestrial indet.,"IVPP V 4016, five maxillary teeth",CN,Henan,,Shangshihezi,,,,species,Li et al.,2014,55792,"Huakedaliang, Dayu township, Jiyuan City",NA,Locality 63024,based on nearby landmark,4,outcrop,"Huakedaliang, Dayu township, Jiyuan City, Henan Province, China. Coordinates based on Dayu township",gplates,604,mid,111.14,9.11,scotese,604,mid,91.91,26.37,seton,not computable using this model,,NA,NA,,group of beds,,,"Shangshihezi Formation; also referred to as the upper portion of Upper Shihhotse Formation. Correlated to the Cistecephalus Assemblage Zone of South Africa, which is Wuchiapingian in age\r\n\r\n""The Jiyuan fauna, with Honania and Tsiyuania, comes from the Upper Shihezhi (formerly Shihhotse) Formation, of Henan Province in northern China (Fig. 2), which dates from upper Roadian to mid Wuchiapingian, based on palynology (F. Liu et al., 2015) and magnetostratigraphy (Embleton et al., 1996; Stevens et al., 2011). The Jiyuan Fauna is from near the top of the unit, and is dated as late Wuchiapingian (J. Liu et al., 2014) or early Wuchiapingian (F. Liu et al., 2015)."" (Benton 2016)\r\n","Most known fossils from this locality originate from a thin layer (layer 23), which is dark purple pebbly fine sandstone; although some teeth are also collected from layers 22 and 24, which are dark purple mudstone with calcareous concretion ",sandstone,fine,,,Y,mudstone,concretionary,,,,,,macrofossils,none,none,,,NA,,,,,,,,"HGM, Henan Geological Museum, Zhenzhou",
1286766,body,,,NA,,Reptilia,NO_FAMILY_SPECIFIED,Zhongjiania,terrestrial,,herbivore,Wuchiapingian,,Wuchiapingian,IVPP,92909,259.51,254.14,256.825,5.37,112.396103,34.937599,terrestrial indet.,"IVPP V 4015.1 and 2 (syntypes), two isolated dentary teeth. IVPP V 4012.1, parietal; IVPP V 4012.2, prefrontal. IVPP V 4018.14, a broken tooth (formerly Wangwusaurus tayuensis in Young 1979: fig 12i); IVPP V 4019.2, a tiny tooth (formerly Hwanghocynodon multienspidus in Young 1979: fig. 13b). HGM 41HIII 0423, left maxilla; 24, left maxilla; 25, left dentary; 26, right dentary; 27, dorsal vertebra; 28, sacral vertebra with ribs; 29, sacral neural arch with ribs; 30, dorsal rib; 31, right scapula; 32, interclavicle; 33, left clavicle; 34, right ilium; 35, left humerus; 36, right humerus; 37, right ulna; 38, distal end of right radius; 39, right femur; 40, right tibia; 41, quadrate; 42; quadratojugal; 43, metacarpal or metatarsal. ",CN,Henan,,Shangshihezi,,,,species,Li et al.,2014,55792,"Huakedaliang, Dayu township, Jiyuan City",NA,Locality 63024,based on nearby landmark,4,outcrop,"Huakedaliang, Dayu township, Jiyuan City, Henan Province, China. Coordinates based on Dayu township",gplates,604,mid,111.14,9.11,scotese,604,mid,91.91,26.37,seton,not computable using this model,,NA,NA,,group of beds,,,"Shangshihezi Formation; also referred to as the upper portion of Upper Shihhotse Formation. Correlated to the Cistecephalus Assemblage Zone of South Africa, which is Wuchiapingian in age\r\n\r\n""The Jiyuan fauna, with Honania and Tsiyuania, comes from the Upper Shihezhi (formerly Shihhotse) Formation, of Henan Province in northern China (Fig. 2), which dates from upper Roadian to mid Wuchiapingian, based on palynology (F. Liu et al., 2015) and magnetostratigraphy (Embleton et al., 1996; Stevens et al., 2011). The Jiyuan Fauna is from near the top of the unit, and is dated as late Wuchiapingian (J. Liu et al., 2014) or early Wuchiapingian (F. Liu et al., 2015)."" (Benton 2016)\r\n","Most known fossils from this locality originate from a thin layer (layer 23), which is dark purple pebbly fine sandstone; although some teeth are also collected from layers 22 and 24, which are dark purple mudstone with calcareous concretion ",sandstone,fine,,,Y,mudstone,concretionary,,,,,,macrofossils,none,none,,,NA,,,,,,,,"HGM, Henan Geological Museum, Zhenzhou",
1286765,body,variable,,2,specimens,Reptilia,Pareiasauridae,Shihtienfenia,terrestrial,,herbivore,Changhsingian,,Changhsingian,IVPP,78694,254.14,251.902,253.021,2.238,110.815926,37.412758,fluvial indet.,"IGCAGS V 301 (holotype), a vertebra, left scapulocoracoid and femur, IVPP V18614, dentary described by Li & Liu (2013)",CN,Shanxi,Liulin,"Shihtienfeng, Shiqianfeng, Sunjiagou ",,,,species,Cheng,1980,46469,"Tianjialing, Xuecun Town",NA,,stated in text,6,small collection,"""Tianjialing Village, Liulin County, Shanxi Province"" (Gao, 1989). \r\n\r\n""Shansisaurus xuecunensis is from Tianjialing village, near Xuecun (Cheng, 1980: 115), and Sanchuansaurus pygmaeus and the other pareiasaur bones reported by Gao (1989: 1234) are also ‘from a locality near Tianjialing village, Liulin County’. The find site of Huanghesaurus liulinensis seemed less clear from Gao’s (1983) description, but Li & Liu (2013: 199–200) state that it was from the same location. It turns out that Tianjialing village no longer exists – it was a former habitation of the Tian family (Tianjialing means ‘Tian family hill’), located at coordinates 37.410°N, 110.811°E, but the fossil site (37.412757°N, 110.815922°E), as confirmed by Li & Liu (2013: 200), lies at the top of the cliff on the south bank of the Sanchuan River, opposite the G307 road, east of the bridge leading to Beigou village, and to the west of the G20 expressway bridge that crosses the Sanchuan valley, and just above a water tank for Beigou village, which carries the label ‘Tianjialing’ (as noted during fieldwork in July 2015)."" (Benton 2016)\r\n",gplates,604,mid,113.84,12.41,scotese,604,mid,90.62,31.51,seton,not computable using this model,,NA,NA,,group of beds,,,"""lower part of Shihtienfeng Formation, Upper Permian"" (Gao, 1989 pp. 1234, 1238);\r\nLi & Liu (2013) use ""Sunjiagou Formation"" for this occurrence, whereas earlier literature used ""Shihtienfeng"" or ""Shiqianfeng"". \r\nBenton (2016) correlates the Sunjiagou Formation to the Changhsingian","""All of the fossils were collected from a lens of fine, gray-purple conglomerate in purple mudstone"" (Gao, 1989)",conglomerate,"lenticular,fine,red",,,Y,mudstone,red,,,,,,macrofossils,,,,,NA,,parautochthonous,snapshot,,,,,,
1286764,body,,,1,specimens,Reptilia,Pareiasauridae,Shihtienfenia,terrestrial,,herbivore,Changhsingian,,Changhsingian,IVPP,92907,254.14,251.902,253.021,2.238,110.883331,37.433334,terrestrial indet.,"IVPP V18613, two teeth",CN,Shanxi,Liulin,"Shihtienfeng, Shiqianfeng, Sunjiagou",,,,species,Li and Liu,2013,55793,"Liulin, Beigou Village, Xuecun Town",NA,type locality of Huanghesaurus,based on nearby landmark,minutes,,"""Liulin, Shanxi""; about 5 km from the east bank of Yellow River (Huanghe River) (Gao, 1983). Polar coordinates are for town of Liulin, Shanxi. \r\nLi & Liu (2013) referred to this locality as ""Beigou Village, Xuecun Town""",gplates,604,mid,113.89,12.38,scotese,604,mid,90.68,31.51,seton,not computable using this model,,NA,NA,,group of beds,,,"""topmost part of Shihtienfeng Formation, Upper Permian."" (Gao, 1983).\r\nLi & Liu (2013) use ""Sunjiagou Formation"" for this occurrence, whereas earlier literature used ""Shihtienfeng"" or ""Shiqianfeng"".\r\nBenton (2016) correlates the Sunjiagou Formation to the Changhsingian\r\n\r\n",,not reported,,,,,,,,,,,,macrofossils,,,,,NA,,,,,,,,,
1286092,body,,,1,specimens,Reptilia,NO_FAMILY_SPECIFIED,Nanoparia,terrestrial,,herbivore,Wuchiapingian,,Wuchiapingian,,171384,259.51,254.14,256.825,5.37,24.424999,-32.101391,terrestrial indet.,WEL RC109/L3,ZA,Eastern Cape,Graaff-Reinet,,Beaufort,,Cistecephalus Assemblage Zone,species,Lee,1997,29616,Oudeberg (Pass and Plateau) - Cistecephalus Assemblage Zone,NA,Ouberg,based on nearby landmark,seconds,small collection,,gplates,701,mid,-19.38,-52.13,scotese,701,mid,-29.32,-61.75,seton,not computable using this model,,NA,NA,,bed,,,"Direct dates for Cistecephalus Assemblage Zone from Rubidge et al., 2013",,not reported,,,,,,,,,,,,macrofossils,,,skulls,,NA,,,,,,,,"WEL, Welwood Museum, Graaff-Reinet",
1286081,body,,,1,specimens,Reptilia,NO_FAMILY_SPECIFIED,Anthodon,terrestrial,,herbivore,Wuchiapingian,,Wuchiapingian,,171379,259.51,254.14,256.825,5.37,35.083332,-10.216667,terrestrial indet.,"SAM 10628, distal ends of right and left humeri",TZ,Ruvuma,Songea,Usili,,,Cistecephalus,species,Haughton,1932,6969,"B18, below and east of Kingori",NA,,estimated from map,minutes,small collection,,gplates,701,mid,15.93,-45.33,scotese,709,mid,14.51,-54.68,seton,not computable using this model,,NA,NA,,bed,,," ""Lower Bone Bed [K6]"" - now recognised as part of the Usili Formation",,not reported,,,,,,,,,,,,macrofossils,,,postcrania,,NA,,,,,,,,SAM: South African Museum,
1286080,body,,skulls,1,specimens,Reptilia,NO_FAMILY_SPECIFIED,Anthodon,terrestrial,,herbivore,Wuchiapingian,,Wuchiapingian,,171377,259.51,254.14,256.825,5.37,22.433332,-31.966667,terrestrial indet.,SAM 2351,ZA,Western Cape,Beaufort West,,Beaufort,,Tropidostoma Assemblage,species,Haughton,1913,55758,Dunedin,NA,Quaggasfontein,estimated from map,minutes,local area,"Dunedin, Beaufort West",gplates,701,mid,-20.5,-50.59,scotese,701,mid,-30.38,-60.14,seton,not computable using this model,,NA,NA,,group of beds,,,"Listed as Cistecephalus Zone by Kitching (1977), and Tropidostoma by Kammerer (2016) and Marsicano et al. (2017)",,not reported,,,,,,,,,,,,macrofossils,,,postcrania,,NA,,,,,,,,"SAM: South African Museum, Cape Town",
1286079,body,,,1,individuals,Reptilia,NO_FAMILY_SPECIFIED,Anthodon,terrestrial,,herbivore,Wuchiapingian,,Wuchiapingian,BMNH,171378,259.51,254.14,256.825,5.37,24.516701,-31.950001,terrestrial indet.,BMNH 47337,ZA,Graaff-Reinet,,,Beaufort,,Cistecephalus Assemblage Zone,species,Owen,1876,29040,"Steilkrans, Fort Beaufort",NA,"Stylkranz, Stylkrans",based on nearby landmark,4,small collection,,gplates,701,mid,-19.1,-52.12,scotese,701,mid,-28.96,-61.76,seton,not computable using this model,,NA,NA,,bed,,,"Direct dates for the Cistecephalus Assemblage Zone from Rubidge et al., 2013",,not reported,,,,,,,,,,,,macrofossils,,,skulls,,NA,,,,,,,,,
1286077,body,,,1,individuals,Reptilia,NO_FAMILY_SPECIFIED,Pumiliopareia,terrestrial,,herbivore,Wuchiapingian,,Wuchiapingian,BPI,171376,259.51,254.14,256.825,5.37,24.1667,-32.116699,terrestrial indet.,BP 1/6,ZA,Eastern Cape,Cacadu,,Beaufort,,Cistecephalus Assemblage Zone,species,Broom and Robinson,1948,55757,Sondagsriviershoek,NA,Zondagsrivier,based on nearby landmark,4,outcrop,,gplates,701,mid,-19.57,-51.94,scotese,701,mid,-29.52,-61.55,seton,not computable using this model,,NA,NA,,group of beds,,,Cistecephalus Assemblage Zone constrained as Wuchiapingian on the basis of radioisotopic data (Rubidge et al. 2013. Geology).,,not reported,,,,,,,,,,,,macrofossils,,,partial skeletons,,NA,,,,,,,,,
1286068,body,,,3,individuals,Reptilia,Procolophonidae,Sauropareion,terrestrial,,,Induan,Olenekian,Olenekian,,171371,251.902,247.2,249.551,4.702,25,-31.503889,fluvial indet.,"NMQR 3544, 3556, 3602",ZA,Eastern Cape,Middelburg,Katberg,Beaufort,,Lystrosaurus,species,Botha et al.,2007,55754,"Vangfontein, annexe of Nooitgedacht 25 farm",NA,,based on nearby landmark,seconds,outcrop,Coordinates based on Middleburg,gplates,701,mid,-12.09,-49.98,scotese,701,mid,-22.12,-64.09,seton,not computable using this model,,NA,NA,,group of beds,,,"Botha et al. (2007) considered this part of the Lystrosaurus AZ to be Olenekian; however, this was revised to Induan by MacDougall et al. (2013)","""The outcrops here consist of fine-tomedium-grained pale olive (10YR6/2) sandstone bodies separated by very dusky red (10R2/2) fissile mudrock. The sandstone bodies have a ‘gullied’ basal contact containing pedogenic glaebules, and scouring of the interchannel facies is evident: both features indicate flash flooding""",sandstone,"fine,medium",,,,mudstone,red,,,Y,,,macrofossils,,,partial skulls,,NA,,,,,,,,"NM: National Museum, Bloemfontein",
1286005,body,variable,"skulls,partial skulls,teeth,vertebrae,limb elements",1,individuals,Reptilia,Nyctiphruretidae,Abyssomedon,terrestrial,,,Artinskian,,Artinskian,"FMNH,MCZ,OU,YPM",67862,290.1,283.5,286.8,6.6,-98.405998,34.775501,fissure fill,BMRP 2008 33a,US,Oklahoma,Comanche,,,,,species,MacDougall and Reisz,2014,55746,Richards Spur,NA,Fort Sill; OMNH locality V51; Dolese Bros. limestone quarry; FEP 60A,estimated from map,4,outcrop,"""situated just west of the Anadarko-Lawton highway (U.S. routes 62 and 281), 10 1/2 miles south of Apache, about 1 1/2 miles south of the junction of this route and highway 277 (from Chickasha). It is about 6 miles north of Fort Sill, in sec. 31, T. 4 N. R. 11 W., Indian Meridian and Baseline, in Comanche County, Oklahoma"" (Gregory et al., 1956 p. 2). Coordinates given in Hannibal & May (2020) as ""34°46' 31.33"" N and 98°24' 22.00""W, which is about 5 miles (8 km) west of the center of the city of Elgin.""",gplates,101,mid,-29.29,-0.39,scotese,101,mid,-28.82,0.54,seton,not computable using this model,,NA,NA,,group of beds,,,"The deposits occur within karstic deposits formed within bedding planes that were partially dissolved by meteoric dissolution of the Ordovician Arbuckle Limestone. Although long correlated with the Arroyo Formation (Clear Fork Group) of Texas (see Sullivan and Reisz, 1999 p. 1265, for discussion), radioisotopic dating of speleothems by Woodhead et al. (2010) and MacDougall et al. (2017) have provided an older estimate to around 289–286 Ma.\r\n","primarily ""fine grey clay... However, sheets of coarse conglomerate occur near the irregular fissure walls, providing evidence for occasional floods... Tetrapod remains occur within both conglomerate and clay""; clay is ""largely unlithified"" (Sullivan & Reisz, 1999 pp. 1258/59)",claystone,"fine,gray",poorly lithified,,Y,conglomerate,coarse,,,Y,non-subsiding area,,"macrofossils,mesofossils",some,some,"osteoderms,exoskeletons",,NA,,,time-averaged,,concentrated,random,abundant,"The fossils are prepared by ""washing the largely unlithified fossiliferous clays and sorting in the laboratory"" (Sullivan & Reisz, 1999 p. 1259)\r\napparently, the material comes from spoil piles produced during commercial quarrying.\r\nAdditonal institutions storing material from Richards Spur:\r\nKU(MNH)= KUVP = University of Kansas, Museum of Natural History, Lawrence\r\nROM = Royal Ontario Musuem, Toronto, Canada\r\nUCLA = University of California Los Angeles\r\nUCMP = University of California Museum of Paleontology, Berkeley\r\nUMMP = University of Michigan Museum of Paleontology, Detroit\r\nUSNM = Smithsonian National Museum of Natural History, Washington, DC\r\nUWBM = University of Washington, Burke Museum, Seattle","Bolt (1969) notes that the clay mound (the ""D-concentrate"") in the spoil heap of the quarry that contained the type material of Doleserpeton annectens bears the ""remains of many thousands of individuals but virtually no genera other than Doleserpeton"".\r\nThe type specimen of Sillerpeton permianum is said to be UCMP 62480 by Lund (1978 p. 65). This specimen number, however, does not appear among the specimens of Phlegethontia cf. longissima listed by McGinnis (1967 p. 2) but one of these specimens bears the catalogue number UCMP 62580. The latter is listed as referred specimen of S. permianum in Lund (1978 p. 66). Anderson (2002, J. Paleont. 76(6) p. 1031) lists both UCMP 62480 and 62580 as type of S. permianum. Since UCMP 62480 is a braincase according to Lund (1978) and UCMP 62580 is a braincase as well (McGinnis, 1967; Lund, 1978) and since there is only one aistopod braincase present in the Fort Sill material (Anderson, 2002) the type of S. permianum is very likely to be UCMP 62580.\r\nAnderson & Reisz (2003) do not explicitly say when the type of Bolterpeton carrolli was collected but it is improbable that this specimen was known to Bolt in 1980. OMNH 71111 and OMNH 71112, although not explicitly mentioned by Bolt (1980), well may belong to the material that was originally assigned to ""species x"". Furthermore, Anderson & Reisz (2003) do not explicitly assign the remainder of ""species x"" to Bolterpeton. Nevertheless they say that these specimens are ""closely related"" to Bolterpeton, but ""because of the size difference between Bolterpeton and Species X, it cannot be said whether Species X is a different species or an ontogenetic variant."" Thus, these specimens are re-identified here as ? Bolterpeton sp."
1285988,body,variable,"skulls,partial skulls,teeth,vertebrae,limb elements",4,specimens,Reptilia,Acleistorhinidae,Delorhynchus,terrestrial,ground dwelling,insectivore,Artinskian,,Artinskian,"FMNH,MCZ,OU,YPM",67862,290.1,283.5,286.8,6.6,-98.405998,34.775501,fissure fill,"OMNH 73515 (holotype), OMNH 73362 and 73363 (skull and mandible, cited as ""acleistorhinid parareptile"" in Modesto et al., 2009), 73524 (a right maxilla)",US,Oklahoma,Comanche,,,,,species,Reisz et al.,2014,55745,Richards Spur,NA,Fort Sill; OMNH locality V51; Dolese Bros. limestone quarry; FEP 60A,estimated from map,4,outcrop,"""situated just west of the Anadarko-Lawton highway (U.S. routes 62 and 281), 10 1/2 miles south of Apache, about 1 1/2 miles south of the junction of this route and highway 277 (from Chickasha). It is about 6 miles north of Fort Sill, in sec. 31, T. 4 N. R. 11 W., Indian Meridian and Baseline, in Comanche County, Oklahoma"" (Gregory et al., 1956 p. 2). Coordinates given in Hannibal & May (2020) as ""34°46' 31.33"" N and 98°24' 22.00""W, which is about 5 miles (8 km) west of the center of the city of Elgin.""",gplates,101,mid,-29.29,-0.39,scotese,101,mid,-28.82,0.54,seton,not computable using this model,,NA,NA,,group of beds,,,"The deposits occur within karstic deposits formed within bedding planes that were partially dissolved by meteoric dissolution of the Ordovician Arbuckle Limestone. Although long correlated with the Arroyo Formation (Clear Fork Group) of Texas (see Sullivan and Reisz, 1999 p. 1265, for discussion), radioisotopic dating of speleothems by Woodhead et al. (2010) and MacDougall et al. (2017) have provided an older estimate to around 289–286 Ma.\r\n","primarily ""fine grey clay... However, sheets of coarse conglomerate occur near the irregular fissure walls, providing evidence for occasional floods... Tetrapod remains occur within both conglomerate and clay""; clay is ""largely unlithified"" (Sullivan & Reisz, 1999 pp. 1258/59)",claystone,"fine,gray",poorly lithified,,Y,conglomerate,coarse,,,Y,non-subsiding area,,"macrofossils,mesofossils",some,some,"osteoderms,exoskeletons",,NA,,,time-averaged,,concentrated,random,abundant,"The fossils are prepared by ""washing the largely unlithified fossiliferous clays and sorting in the laboratory"" (Sullivan & Reisz, 1999 p. 1259)\r\napparently, the material comes from spoil piles produced during commercial quarrying.\r\nAdditonal institutions storing material from Richards Spur:\r\nKU(MNH)= KUVP = University of Kansas, Museum of Natural History, Lawrence\r\nROM = Royal Ontario Musuem, Toronto, Canada\r\nUCLA = University of California Los Angeles\r\nUCMP = University of California Museum of Paleontology, Berkeley\r\nUMMP = University of Michigan Museum of Paleontology, Detroit\r\nUSNM = Smithsonian National Museum of Natural History, Washington, DC\r\nUWBM = University of Washington, Burke Museum, Seattle","Bolt (1969) notes that the clay mound (the ""D-concentrate"") in the spoil heap of the quarry that contained the type material of Doleserpeton annectens bears the ""remains of many thousands of individuals but virtually no genera other than Doleserpeton"".\r\nThe type specimen of Sillerpeton permianum is said to be UCMP 62480 by Lund (1978 p. 65). This specimen number, however, does not appear among the specimens of Phlegethontia cf. longissima listed by McGinnis (1967 p. 2) but one of these specimens bears the catalogue number UCMP 62580. The latter is listed as referred specimen of S. permianum in Lund (1978 p. 66). Anderson (2002, J. Paleont. 76(6) p. 1031) lists both UCMP 62480 and 62580 as type of S. permianum. Since UCMP 62480 is a braincase according to Lund (1978) and UCMP 62580 is a braincase as well (McGinnis, 1967; Lund, 1978) and since there is only one aistopod braincase present in the Fort Sill material (Anderson, 2002) the type of S. permianum is very likely to be UCMP 62580.\r\nAnderson & Reisz (2003) do not explicitly say when the type of Bolterpeton carrolli was collected but it is improbable that this specimen was known to Bolt in 1980. OMNH 71111 and OMNH 71112, although not explicitly mentioned by Bolt (1980), well may belong to the material that was originally assigned to ""species x"". Furthermore, Anderson & Reisz (2003) do not explicitly assign the remainder of ""species x"" to Bolterpeton. Nevertheless they say that these specimens are ""closely related"" to Bolterpeton, but ""because of the size difference between Bolterpeton and Species X, it cannot be said whether Species X is a different species or an ontogenetic variant."" Thus, these specimens are re-identified here as ? Bolterpeton sp."
